Car_for_sale_Id,Manufacturer_Shortname,Model_Code,Other_Car_Details,Vehicle_Category_Code,Current_Mileage,Engine_Size,License_Number,Asking_Price,Date_Acquired,Registration_year
550,Dina345,1978769015,0B5C93HFM7LHZ98II3F,1920766129,50,KH68H4XYRV54KG6Z2PQ,74533,351MYE3CY4F0F5,1953-10-29 19:53:55.380000000,-1598906959
551,Kari203,2010513081,7JMCPTZ3V767Z924A,1977897211,63,MUMMQ1DYE8VVRNF4XZ,61597,K,1990-08-18 19:48:51.920000000,-1681845560
552,Donnell265,-1046694358,H1CWVV4ADYGTS3,-1237244019,26,9YO5KTRW,16063,CSR,1970-05-04 12:28:56.070000000,-483281707
553,Dina345,140631043,MU,-131113997,20,W5JF7H,09879,,1997-01-16 17:03:57.870000000,244425890
554,Megan247,-1039038388,OTNG4EJF0E,-1221709841,35,PVKHFRYKJZ9,66831,DV2OTTB8N4QFA,2006-08-16 00:37:26.140000000,1025944182
555,Shelley517,-1426914177,P7477METBN,-1538532974,58,X11134G5XO1SY,52657,IYI30GLNSPDT88WI,1977-09-23 18:58:14.140000000,-1184482330
556,Krista325,-901441077,7FF0M,-1143063644,33,O18OFO96P8DI5IZ4M,34195,7A,1997-05-18 08:18:59.970000000,782049319
557,Joni440,-340654171,E3CCFKGHN1XYCGVQROR,-620786912,38,JFZOV4GA,88088,R5JAK,1962-04-07 03:17:38.010000000,-591705676
558,Ray902,1669350967,LLHHSITXL803R,1575614220,57,CI1TR,91541,0QGA9ZUQ1VTOQJQ,1954-01-26 18:56:01.220000000,1958865273
559,Justin942,467830091,0W15AMOQJL,239321567,47,A2WBUJL2R,19487,3CBZL,1992-06-20 03:35:36.870000000,1217986759
560,Dena428,1848096662,VY6VHNR8AGS,1814760040,62,SNKZX5T2G9J606,12974,B49J4JFDE8JQFU6IGDY,1956-06-26 15:01:38.910000000,1392251325
561,Paula328,-569817954,UKWQIVF0,-827233884,51,85XXNOFMZVG3SR1YC7,25972,61P6GR0127,1968-09-29 22:37:43.630000000,490620628
562,Anne082,-458095860,6VF,-742762091,58,2GVBT6PYCIZ32,01488,,1992-08-03 21:38:19.500000000,-746540776
563,Kelli368,141488027,,-122147867,44,7MEO5,67723,OXFC0PUB,1957-08-23 00:30:04.820000000,906855568
564,Gloria328,-1100171357,MD5OU1,-1293664865,46,ND1L4H21AFB7YN4MDT,11184,NGK504VJKVX03W,1973-04-05 00:12:14.100000000,927020100
565,Clarissa179,-1679748006,0W,-1720143198,33,RYP23ZRDDK5N974OOF,75748,F32DIEB7AY1HFU,2005-07-23 08:58:11.070000000,-887799549
566,Keith860,-2110440601,N13L8VH08,-2078760829,34,6B3NOX7S5ELK8KK,00456,QJN7JK40FN,1975-10-02 23:30:36.940000000,-1060204696
567,Charlene991,-1163266738,7LEV5V4KMP3RXT,-1325317400,30,5XAXLD4PG5R1,62873,HHB0JK14WXNHSWC8A6,1968-01-11 01:24:21.430000000,-1318434893
568,Charlene939,-715559956,E2MLQQUNC3HRTRYOV7NH,-966830482,21,UZF73NSNA14W7LYSZW3P,23042,,1955-06-07 07:07:24.420000000,-1319454498
569,Grant567,-838539716,YAIZWAD7HW4AKUSVEHKC,-1081414410,65,YRDH,88895,GP35EDW,1965-09-17 18:30:58.480000000,1126795164
570,Grace300,-1740880207,2,-1775040616,20,T7E7I5,33010,PA3MPEWUW9EGF,1988-07-18 07:49:28.680000000,1024747890
571,Ray578,-1703645228,O3AT,-1757361345,46,RBF5D5WRQVV61DR5X,05317,XJ32UB6CUTG0OS,2011-05-15 11:36:44.650000000,1751148022
572,Cheryl207,63698282,17J9BZ,-186121034,62,8OB7V72PFU,51145,5M6OOFMU0REZI,1983-06-15 09:50:46.370000000,262843711
573,Krystal167,-947883491,S3LTGGGU7DG,-1154502563,37,92IZQF9I,14815,0RI75RJ1CJK6D,2010-07-12 08:13:42.450000000,2117007262
574,Jayson558,-1384306069,X5TGP343WIUWLHP,-1499794037,59,MR6Y22V,73386,96OP3GQM8RQ,1987-06-09 21:29:33.910000000,-1625661589
575,Grace933,-2118619192,9CUYKE0RSN3WH7KAM,-2092468346,20,GA11HP9HUKF83NQ2,30521,AP,1999-10-29 20:49:34.920000000,1364655868
576,Misti255,-1534977107,VJ7RU57VJA8P7YRALVII,-1590711316,51,GSC6AXHM9VHID4TCU,25116,AFBOZT1YTI1T3AN3I27,1991-11-13 05:40:48.970000000,-2106387907
577,Benjamin071,-81223237,I51N1Z,-324125655,64,4SJSD8HWVUAKY13,61528,U2OW1MEJQ,1975-05-07 20:12:49.140000000,87458785
578,Andrea835,-1431077320,MOXJ9KL5YHIPRPVP,-1544708383,59,M9I0,84367,AGTZ139HDL7,1969-12-06 15:45:12.200000000,2100906465
579,Grace300,-3550832,,-253177562,40,CJE7USYGGMV8ELAMN,42794,V71MMBLO8S3587RE,2017-07-14 18:39:53.330000000,239881695
580,Benjamin071,1760627160,2F557LPS4C,1679361971,37,4OD2NBPWGEL,42948,DFI7D8L,1964-05-15 08:49:36.830000000,165341064
581,Angel457,1607380783,E63S5Z9UCPGNC,1493237593,20,JTT2S84LIG,23981,,1954-06-03 11:48:19.370000000,920709179
582,Angelica846,115054620,C3DSRZNF,-146267256,61,GE7FBJGT5,00704,9KU1OLCM7HUEZ2X28H,1963-07-07 10:02:08.430000000,-416870774
583,Ron598,-1972454444,KMU2F28R5,-1939566759,57,,54520,OQTBUUZ6P0HYG,1978-01-23 09:57:13.210000000,456784853
584,Clyde508,1919956699,8RSEPKRF0DTMSSKU,1848290682,25,EBS,57338,H21T63I,1979-04-19 12:50:18.350000000,646555151
585,Jeanine106,-1691032077,C0DCQYNI6A,-1740051215,55,V3HXCKUY31FBS1H,52156,M09J,1984-05-08 09:01:20.800000000,-2057177841
586,Regina246,92594385,U,-165915675,65,XN5XNGWEC0LGJPFHAIC,72299,ECL54Q8BEF8Z6PE,1967-09-18 11:38:54.020000000,708200307
587,Tisha588,219315867,4XAE,-50118912,44,4K4YLG3DW8NSNWWQ6VLF,19236,LPIERH0,2007-04-10 19:20:11.620000000,99963705
588,Mia069,1387988194,TKPN8ZKM1PYT1HKKWR,1269198155,60,2KBYEFEMX19OGXCJ6,33724,81,1977-08-29 13:48:14.020000000,363840029
589,Jonathan940,-891522079,VIS4,-1140589489,58,7CII4CTSMSOBFW,02278,TW4T2ALLU3VD7,1969-02-11 16:30:24.970000000,-429338019
590,Henry144,139439103,J9,-133457471,59,U,38503,B3MTU0E441AQ5HWB,1981-03-14 21:20:13.370000000,231151269
591,Joan691,-2113382955,L89,-2082062017,27,ZS070PRY6D37YK7ZJE2N,84322,W3DFF9,1977-09-09 06:10:54,-1671370081
592,Emma326,-950857583,CD,-1157203783,54,GY5MSLXML,16410,5OL4JJPC,1993-06-06 22:40:19.050000000,2018020444
593,Jamey986,-1447497295,QATORD,-1558766678,41,QLWCR646NRJXZ,92050,6FEE2E1ZPR3IB5,1956-10-06 21:39:14.870000000,-167101044
594,Ernesto866,560086256,3WXK,393664328,63,KN8HCW,12814,PIEZAUSWT0N5EAKKBYF,1995-09-04 07:39:36.680000000,1443911019
595,Bobbi279,-1166124488,9F9776IJM1FT3,-1353215362,34,V6HJTUL73U,20325,,1982-07-29 13:24:25.260000000,1619060876
596,Cheri913,-829257705,,-1065225742,56,L0DM27GSF7EW0,80644,HXMH1DPN63UJIF05Q2G,2005-01-19 11:17:33.430000000,-1584322294
597,Alison384,332982851,YDSTLGDQ9R7ZE2EV6,57958387,59,ZG14DF9PUV,31050,IKDE9NO57RKV,1955-04-10 07:44:25.200000000,384707319
598,Esther621,-1808695761,70DB11PTU1PVZL,-1840935575,46,FTXCIZKW6CYB,59118,07LRH8G39MWTLVVJF,1954-05-04 19:17:41,53917266
599,Priscilla039,-1620129327,7TP4,-1632852697,34,L,07819,WZKJXJ78,1964-11-28 00:43:51.550000000,1271746890
600,Marcella370,-688010073,YWVP0G074G758IWZSN,-942991616,53,1JGBGAG1TDJ2PE2V5H8N,07080,PKGEIYDH7FD8,2005-07-13 19:03:00.970000000,-714878381
601,Stanley800,16260964,R4SLB1ERM769O,-245388802,36,IGW8UZU5043J,89032,ZA9,1989-06-26 06:09:22.890000000,-1067528377
602,,-1797076453,2CB4O,-1829435688,19,EQ9JF3ZR4YYWU,44882,H,2014-05-25 22:08:29.390000000,1218055355
603,Jaime718,-1504116165,L0HOEUKNHOSF6D,-1572789129,38,4HSUPYMI3J,36195,NRTLR7OV,1959-03-22 10:10:16.550000000,-287541179
604,Jolene014,2055092587,05AJNLOEZX7IE,2014631400,56,LAMWT9GJDZCMM24OMEI,31281,GA1J9TRI,1957-12-18 22:02:35.010000000,-906681136
605,Deana013,-950789204,5LU3CRQM37HHRAXFR,-1155166477,21,,17154,8EU8,1961-06-16 08:17:10.730000000,1267562520
606,Garry81,154717395,BE260L0PWMIR6B6HB3Y,-99378795,19,ZHQN7AEKQWMPG,14186,N31B209AZ2ML,1960-03-06 09:58:05.550000000,560325811
607,Alfonso144,-2132472968,ULLD2226UDGK54,-2135298313,54,TDV,71707,VYO7U2R,1978-10-23 04:15:13.630000000,51455548
608,Bridgette913,-293641688,Z3YK92MU43C05B9Y,-552811034,27,PICHIRV6RKAZ3L,71507,XDTZZ7RGP2QED6HPVMVB,1962-08-10 19:34:23.960000000,1718475086
609,Kendall860,-1673666198,GF8,-1696329391,32,QMTV8LY2,80155,BZXN6WK40JRGDPQ8C,1959-10-19 03:47:51.220000000,-2067698367
610,Donald118,-2113382955,TO4YJT,-2082062017,25,,90731,THU9ZV69OGYC77GUMEV,2004-11-10 13:17:25.180000000,-891375988
611,Jeannie105,-899558759,J5Y,-1142155084,34,3QW58BB,98017,SA7BOIYY0GRHIJ,1975-01-12 12:06:10.820000000,-2101735790
612,Damon230,-1164429884,246EDIP9,-1325591843,45,3TGZ,74902,TC1Z1HX735OCK0J3CC0,2011-05-01 11:32:25.810000000,-1695128397
613,Ismael418,-371107212,RG9P1WVLFM3PVI6E,-648864624,34,YYR1ITAQS1,72390,IAIKGW897PHTO5N,1955-07-15 00:16:07.900000000,697822640
614,George639,838684624,MP8,681387101,28,Q7ZHMPQGDUF1Z0I9Z7,11076,KEUUV23606,1981-02-05 18:46:00.040000000,-283231057
615,Enrique779,-422370941,BZ5Q,-715109913,60,S4Q3UXGKF8OWAORF1BT5,45929,YGDF4I9JIUGJ,1955-01-25 03:13:19.540000000,-363707614
616,Emily18,-933325102,1,-1154380518,56,20LNJXS00JBI,34921,9NZEOVNED1IXI6EF7B,1958-03-27 12:35:35.190000000,1825223368
617,Melinda479,695907727,VLBR61YCFEWMY94JUW,542913092,18,8ZZ3,35382,9IASUACBE,1967-07-13 11:41:06.280000000,1007482808
618,Drew186,-1694427012,L0ZJWZ0EFH4Z3VRP,-1747415692,36,J55A7PX4C7LHY51LP,38878,4N3VPL72,1997-05-05 11:39:46.470000000,272727313
619,Janine413,35499238,ABJ,-223604647,56,4FAZOJFPDDIGSFX6A0,50071,H5JZLF,2007-11-27 15:10:53.300000000,-728698846
620,Lee801,305037939,KTZ,24716264,33,SSWQFLLEIL5G6JU,41267,HM,1990-11-05 21:19:17.050000000,1752000531
621,Kevin721,-1156636411,Q3AI7GAURF3V,-1320496269,55,NU,75537,V3BIW9MYV54BK,1987-06-24 04:10:25.330000000,1294362366
622,Juanita676,244065450,FS6MIUBFSR6KA8JDD16,-14896877,35,HLUICJLWF,44055,S8DE2TK6CITEQIP,2009-05-13 11:36:07.410000000,-566953468
623,Connie388,-167105316,46VPW81T5CFNTRVIC71Y,-395599090,28,JSV1DXC8PVE25X37X,73974,ZSQYJIS57M2MC,2005-04-24 14:36:59.450000000,1916948501
624,Irma072,1267394807,ZYB4YW7,1113255642,23,WXK9BPINXAJ6TP,57776,J,2003-07-05 21:10:45.120000000,-792732799
625,Chad074,549356681,GEDWV,384588141,59,8YTAFTLILXY6EGXE4,56208,L97C2GETRORTOHI39,1963-11-10 01:38:34.680000000,211394931
626,Kyle465,-563258992,8,-819421072,57,AZHMAG5,67811,6BLLQAG77G,1970-12-09 12:56:25.590000000,2040181788
627,Ericka839,-186520165,H,-415280411,38,P01PJ2PWXY,79003,YUFYN,1979-09-09 12:11:31.500000000,460474344
628,Oscar313,1298665965,ATH9F,1151236821,40,XIIBEYBCJ47ZWE,10459,GBD,1967-11-09 00:34:05.770000000,764591960
629,Clarissa179,-1511031947,IQJC005Z8C47K,-1576056084,,JPOLOC4W3,07630,IEX7UQYHP3YDUR8,1957-11-12 08:05:08.640000000,911311213
630,Derek973,933000554,XBT2OY1R,740582697,42,GWEWHHJZ,59868,ZJWVV9Y2S,2013-10-09 09:32:01.490000000,532171941
631,Deana24,1439555700,,1292308977,30,74RO2NY3LEI15AZIZ8,54508,CV0,1989-08-05 21:56:23.770000000,-1155218477
632,Stanley573,-970779710,MMUG,-1172172242,58,AXSLFQY1XG2MN0,65139,1SW8NX,1974-01-04 00:55:08.130000000,1453609941
633,Jess946,-816044889,56QI,-1045438854,35,7FR1,74336,DVJHPI,1958-01-09 15:01:20.640000000,-1473680133
634,Gerald249,1982629344,,1944604774,42,YQ9IHKJA,40630,SL0OQ3TXFHE9F,1965-01-01 23:36:52.350000000,1805004992
635,Judith46,776844449,8DVRG8EO,609947927,53,EDH87P5E,32686,F0E,1993-11-19 02:40:13.940000000,-699841711
636,Josh709,1092815124,T1CWTYZFKG,891780239,19,CX4L0NJRU1,71195,H016HM3AVMOCD5RLA7,1959-01-08 13:39:49.980000000,392739782
637,Clinton315,-1670516631,RRQPE6P726EPKZ,-1696125437,18,3KQXNDJO94U6N,80158,N4W,1957-04-17 23:51:51.880000000,920295824
638,Ivan131,1032187916,XYA8QN,856158687,40,J2LDGAMSXF3,77826,4DE,1973-02-05 11:54:38.200000000,1256346279
639,Alison384,809514179,GZL9XNS5Q51PTGM5C9I,628577401,18,CPLZQPIXIUM,61211,EHT,1970-11-04 04:33:07.610000000,392569345
640,Grace933,101281218,LBEBRX4014CQMOBQ3,-155229198,21,LU5G4EHRG,51446,U,1977-03-04 23:03:15.250000000,1957922316
641,Maggie728,-1689157470,82FWG9NV59BSYY7HG4,-1733166777,53,HLYDEQQANBU60U3AE,28995,E8HBM3EKF778249HUK,2007-11-26 07:23:40.390000000,-1218762814
642,Cornelius825,442078412,9H0IR4LT,217625467,29,NQXOF1SL56NJXBZ670,37944,6RYK6WS3SOT1OU8Z,1997-08-31 23:45:47.660000000,-106182404
643,Maggie728,1592639008,244W281GROV5OW,1474783466,34,CBS677BPEUADUZD4Q8S5,59126,9,1970-11-12 10:00:22.800000000,-658229030
644,Derek216,467830091,VP96,239321567,46,L,31601,O3F3PPNWB9KWM9Q,1983-04-03 03:12:59.800000000,-764496990
645,Dena149,-1628023647,J5865TN7JNSUF,-1633043535,51,KKN,96034,DFOAET0,1959-03-04 09:14:02.540000000,895198853
646,Jennie846,-396147795,T04EPPXQQR9FL,-689619677,42,DI6UM291TUJPH3BDRU,53453,WM6IET5C,1985-05-10 18:38:28.190000000,-301102905
647,Stanley180,1896402032,8N2VEGRW,1831395871,47,TJK7,47209,KW3QN9UJ0HT8R6SX,1990-11-24 22:24:11.150000000,255853919
648,Lakeisha577,-1931845875,X,-1899323659,38,XFU4QH8MK2Y77ZO,62676,UJ8ZVU2U62I4IH38O,1994-08-31 02:53:14.830000000,1868400330
649,Jermaine488,188411209,8LTX4,-87949811,31,LXJ97JA1L71PRU,62410,CMWP5TRDB7D4GDK7ZL3,1993-08-11 04:26:17.130000000,-320467173
650,Donald118,-1963770107,0Q,-1937043668,20,SAXX774B,91650,P11WH6BEI0P034F,1977-05-05 00:48:50.060000000,-1141444542
651,Jessica46,596855871,2RQAJHGSFGXQ81,429882759,44,MW4E536R6I7L0Y,79259,94EE7HIVH2M5KA,1990-07-10 23:36:27.140000000,-1261796793
652,Allan572,320752809,,32774420,55,D4TIJGJUQH5X92G2GM8,19517,H4FCAL08YH,1976-12-04 20:04:38.730000000,859780234
653,Jolene46,422690377,KX,202353938,,AFVVI1A,02174,VBHD1CX9YU7O0,1965-06-07 04:06:47.710000000,-687222506
654,Amie696,188958267,ZKW36OH43TM,-87743329,40,9MZSCVJ3EM,71976,I5FEK6U8H7VNR5Q9,1993-01-22 03:24:34.510000000,-1974122005
655,Erich303,1785405315,9O,1710756891,55,V31D,04286,FX,1971-01-21 14:52:35.630000000,-1202790748
656,Alonzo57,-891522079,IGXRBXZZHG0Z0JU,-1140589489,19,0,38633,M7,1999-02-12 18:33:15.490000000,-1862919866
657,Jordan109,1877227209,JYKQQ6OJM1CDYSLO1YJ,1822719241,63,WPQFRYRARY8X0I60L,61255,3097ACN9FE4R,1962-02-01 07:31:29.940000000,-1827713163
658,Duane23,-524262011,YTLHZKFN6,-773628762,18,HDKEIDOTVDK81YVB4K,65440,KTEAINT9HEK,1974-09-16 12:59:31.430000000,1352250049
659,Charles28,-569817954,HK8R3W,-827233884,57,UV10,32778,JOYS,2013-02-07 20:24:00.330000000,-482921400
660,Ross290,398047096,YICSD4,141605714,33,4LVGM9P2G9FNLI6DQX3E,99314,5LBR,2009-07-07 19:20:45.150000000,58406322
661,Joyce411,-571242841,LM1PVCY20B3PC3R,-837402954,63,JW92O,82247,EAYJVUXG8MDAO2,1999-06-27 21:46:34.060000000,718341137
662,Kevin721,-2078675897,Q1DXKR46POZ3F6QKP,-2036049497,30,L8Q8GCJAXH77,27920,MDZD4MMPFRNPHN8JGN9F,1963-12-16 03:41:07.860000000,-1791433176
663,Cynthia709,-1504116165,WCJPRTQEKXODJ,-1572789129,47,OHRRJ7QM,61511,CYRZB05YF80VR5SLYN,1957-09-29 11:29:15.310000000,-204958069
664,Elisa403,-983706215,6CLQ06OT,-1175371408,32,E3XYLAKOLEXV,65355,RLJS84,1965-01-08 18:15:49.740000000,1023818582
665,Colleen083,-11031705,UZ6CVMTKJ0,-255496815,51,UP0ZA189VJQGQ9R5PU,46083,SZ2WMFNXAE7,1968-04-07 15:21:01.400000000,294324142
666,Alicia840,-880710700,6EM09J7677IB4EW2LZKI,-1120460668,19,R,65677,TLHQZINUPIGX,1954-01-09 11:11:02.690000000,7191503
667,Gene745,-1771050471,2UOQKHV,-1810200785,32,TNBHQ8P8VS9QKM2Q,42752,0KNIS5JUU7,2006-04-22 20:31:05.160000000,86042830
668,Stefanie291,-250189410,QC5D,-518906519,65,XOD5JJ7HV,81130,VILK7UVDEKU3AUJ9K,2009-07-12 00:39:15.560000000,-664191362
669,Marcy025,-1283033179,ESQKHGZIMA,-1442580028,21,TJWKZ3X12PHJTJ0ZQGP5,27714,RAJ4EMVZEH9OIY,2006-03-19 16:05:46.110000000,-11312525
670,Ethan413,-737393196,O2YYK8KYID4KX,-977327616,47,OE5W9D1,13789,BUHW2MUM2JY6,2015-01-16 13:33:29.560000000,744006467
671,Lorraine077,-62726946,O2CDGUDXM04B0I,-318606911,26,33ZV7VOZ8ANNL01,84455,DN8VYK3WMQ,1953-12-10 12:43:43.310000000,-1251650834
672,Derek216,-214068840,J4FJC1IJW7HR6V5A7S,-472775925,60,DVU4KTRRPE45QNPPVRY,79327,ZP8FD4P1VPZ02CHNWO,2013-06-05 23:46:28.090000000,-1640522333
673,Jess946,493822554,TDM46FZQFXU882U,278536092,33,HOLNBZI6,40316,LGFDMR9DPYU,1979-07-03 07:06:38.860000000,-449285536
674,Lawrence759,-1457112915,,-1563694396,65,I0OD2IEJXPAC85SQJ9K,20645,O4DXCEE9YUW,1983-09-25 16:07:38.050000000,1557801145
675,Joel673,-1913737838,O0L85JF6Y362GPWJ,-1877331485,33,YSU1FLP97,54066,RDN6IGW6855NJB,2001-12-10 13:55:36.660000000,-2123704916
676,Lamont150,-763237396,PQWZ9,-993353119,21,KAKP,56267,O4QZ218A,2008-10-22 04:24:37.680000000,222337168
677,Jacob808,-1756614689,CB2L2Z9PCWXM770NT6,-1780265159,22,DGRO4B6X1O99ITXR,82556,OF,1991-07-03 01:35:44.610000000,1939395438
678,Ellen508,105617471,,-147516848,39,YM4Q6,20087,9HFIQJ5L942U81N8I,1975-01-23 11:23:59.650000000,-1863252887
679,Gretchen824,-574978259,CTOZ8XPHD328EX8X,-838812487,55,YHT5C45,60646,Q,1997-05-04 11:56:42.570000000,609634888
680,Franklin05,-352760770,YD6PDT5J3PBP1WP12QJ,-631986411,43,RIYFASLF9RUSD6B6G91T,43880,0TQ47UT9J2RH2,1997-07-01 07:00:06.490000000,1647859541
681,Angela863,-250189410,3D49RC9,-518906519,46,YLG7TT6B5UTWNH,40396,MOTNE3EQBK1WR1,1999-01-14 14:32:14.450000000,-1884174352
682,Katherine283,-1652657841,O79,-1674030265,29,KDNZ5,77352,ZSXY24GRABWPW,2004-01-09 09:18:16.670000000,150909374
683,Kathleen654,-1102626141,,-1295189691,37,DCWD9R5MP,86451,6CKRXEYEVJMYAH52A3S,1993-03-29 20:07:48.640000000,429741781
684,Jean187,-1619834012,LVTSIZZJG48DRB6D7C6,-1632638048,25,3BOSXH7HYE43X1WPOKM,57779,KA,1999-07-10 07:16:18.590000000,-1745264661
685,Jodie442,-1801063363,BYL8WX,-1833699052,37,M1OSL9KTJ10PGRPLZOT,81022,J07,1976-04-01 09:55:34.340000000,-89476080
686,Aisha122,-1928224421,KBUVFDMF1V9JRK3N8WW0,-1898645594,63,550QE9EVHJ3LZMF1MV7,99241,XICIEIO57H5UMEKWE,1965-09-02 01:51:45.030000000,-272813196
687,Donnie223,1005977501,2GHV39RMALVLYE7L8SZ5,829967082,40,,73391,4TZM70TW0IWJ1,1961-07-30 20:48:20.420000000,1425858148
688,Gena153,252801199,5H,-14875580,36,XEXXDF,91715,P81W,1983-12-18 11:36:46.140000000,-1291223760
689,Felix57,34846451,S,-224492781,45,5BBQ0QK,58232,07FMBXL59,2012-12-11 08:44:16.720000000,-1616136881
690,Kim177,-360168651,48BCB0X0IUD0,-643574892,40,G,36070,GZDF7VD7ABBPHI69O,2013-10-06 08:06:58.460000000,-85834426
691,,1322088460,4UTQADYT6V203W,1188946190,56,XDBUPCZYFPTCOY4H54R8,14595,D4ECODD4O7N,2015-12-07 06:08:20.050000000,1891875270
692,Lindsey092,-1629290313,4WZ,-1637496940,18,DZM9J5T2UEQY1OHVT7,23588,MUKQJI,2001-08-01 10:52:20.460000000,-1763086890
693,Bobbie21,-163355009,3P4JAX9VO,-381028534,27,XYYPTTNDMJLF58XKEPL5,16577,4TVC0RL6BQ,1978-12-28 15:30:37.870000000,-328750546
694,Charity974,1206052115,V,994796845,25,6VLA3DM9MLBWPA4F,86507,G,1980-04-28 09:12:22.460000000,750339438
695,Chrystal845,547376926,78HVA2E6KTKYC,378825518,21,TFWS7J9ZLQ43368,15690,95S5S4AZ1266KMOH4RY,1996-09-07 01:16:41.190000000,-1808042705
696,Alonzo466,-293731278,C732VLVUXM0AIT1,-555599203,57,UR3CFQF03ZX9JFXS53W,59288,QKMHRDL,1996-12-12 03:42:32.530000000,355543506
697,Pamela780,-283851018,AVAIURM1K2,-540054135,24,8EYBBBINI6JF3UVJ1,40549,71EQQKFG2FXF8I2QP6,1992-12-03 12:16:32.350000000,-900472547
698,Kendrick031,555969259,SY94671L1R,393141283,63,V2ZWO7L0G5TCXZA2TFS,47032,4WP6YZTCPJA,1958-11-04 15:44:33.050000000,-161029041
699,Bradford543,1889910273,29HDAUVZ,1824429491,49,038SH,75929,FI6SZOFFZ68EP,1967-12-27 11:51:58.390000000,-168354097
700,Donnell265,927546841,L51IPNUFK,735126258,44,G,90628,JE7,1958-02-23 22:02:59.850000000,-28523788
701,Cornelius825,-300202320,2IT32VNH,-567078018,36,5OKDQ38T5C,63302,VSKWG7HUGR,1998-01-17 22:07:23.030000000,-1019498050
702,Charlene991,-163758627,3G8,-390386862,43,QQBVC,62883,8,2000-05-14 21:44:55.600000000,-1560194053
703,Leonard380,-1762618658,ROT10GGS5KIXNWQFICM0,-1796319488,44,68J,23635,WR1IX,2007-06-13 10:47:28.730000000,1311461419
704,Lynette845,-836202818,O386FIND1V3,-1080801469,56,00FQA1RU7FRR3URLF,38202,Q329RGXNAH4GE47OISI1,1997-07-25 14:52:47.580000000,-1019711701
705,Kirsten807,528847625,5ATVMUZ3SWXA6,308151299,22,TRGWHQ21,53089,,1976-05-26 12:05:06.750000000,1602313485
706,Alison573,937809338,YX2BRU7J2LK,744064005,26,8WYAOX,01148,48OIRGBMOBLDHE,1996-02-03 23:49:59.060000000,-683967998
707,Otis928,-838946267,LX,-1081624426,29,4O4MF2HYYXYZM,93417,JTGJ,2016-06-03 12:57:59.880000000,238825852
708,Felipe421,825677408,E4O,637676187,56,4QEKESO3IPO,88219,6DBBI4I89,2000-09-11 11:59:09.660000000,1788121756
709,Drew186,-387274453,KHMWJWIMWNS5,-657685360,24,BIY842UQP2GS6R9,75468,0V1EYUK9OHBNTSU,2010-02-11 13:28:57.850000000,-619210609
710,Jamey100,1731345959,Z,1642473204,52,YKS2E845KP,85185,MTVYZ2IF4QWCZNY2DFBP,1981-03-31 10:27:57.960000000,322952488
711,Melissa4,716242977,,563268781,63,4O05FX6QY0QSV5,88208,2FYYKR28IKJHHI,1960-08-13 16:57:30.880000000,-570329196
712,Lisa608,1653441481,PAQ485L88,1541111633,41,Q1,58404,DA9YDM,2006-01-08 20:07:30.300000000,643342163
713,Kelli800,320752809,Q919ES8VMYC0IE,32774420,29,LEMI65YXMU3ESNE,61011,7X891I8ADH4PJD,1996-05-14 01:02:48.860000000,-31528149
714,Marvin008,1922874912,7AW9FMVLD33EK6E,1853245189,31,P1PX,23330,0F,1968-08-10 13:23:53.830000000,1329084059
715,Keith860,35499238,DO,-223604647,53,U01BG8RWXIH3WZBNMHV6,24316,G7L6DVI58P25DB,1963-06-25 04:48:30.700000000,-2147141191
716,Melvin17,-1635632361,59LN90X2D18PSBV,-1645169175,51,BBNK82E3FU,50842,S71QAP,2014-06-18 12:28:17.390000000,230723572
717,Elijah28,1288606244,UPYTOVNN5ADOO72YC98Z,1144971682,58,38QEL7PX60OCLAWO342J,78905,Z862CRYBH,1989-09-17 07:33:19.220000000,1304643819
718,Esmeralda542,-1184286605,NN9IKHK,-1375044448,40,QIJ,16029,UNXEO1JCRWAJ883,1977-03-22 04:12:56.720000000,715664605
719,Dora450,-1414518755,EB2O6K6FVJAMXHZM8,-1534722153,60,DQ85DT,96475,0R5U,2007-10-09 08:20:15.400000000,-2108921699
720,Leah944,223426860,6ZADI3VD72OA4,-42158501,53,NFZN8W1FSX,54787,4LW8DZBIQ6X7SB,1955-08-07 13:29:16.370000000,1693555402
721,Miriam21,219315867,2IRYA0INVIHP,-50118912,45,INY19CDAZDA7CQ7P7GHR,84125,EA36H,2011-06-11 14:22:42.270000000,-836877253
722,Hector958,1771540066,D,1687923624,62,76O5,31814,IS9F0YYKR75N,1975-05-07 08:54:19.020000000,-2032643044
723,Casey427,443063423,5ONA6A,217672599,37,8G62NRWQZVQCHW,42822,,2015-07-31 15:54:58.840000000,-1975085785
724,Katina357,531292202,V1SZSSC4,315571130,46,2U5D,30452,206B28,2011-06-13 07:58:47.660000000,1595310039
725,Roy536,878349360,KFVJE,704204274,57,NX17UYB66BH9VY4X,87579,1PC,2018-02-09 07:25:09.510000000,1718338623
726,Joni440,666782389,0B8VJ,509925701,26,WPIBLQBZVZKZQD1BXN,18041,FWDEQNZCWMSNS,1971-05-11 01:51:22.860000000,-397626379
727,Ana09,770991785,RVS4IO1E10X3GNQ6B7,598676169,51,FZ8PGPJOEGHISV,99179,0DYYZRKSMND3R,1987-06-10 08:15:50.210000000,-665866811
728,Stacie330,858643491,ARSWA2,687116286,26,X,87202,9KH3W2K2K61J6A339D,2018-03-05 21:54:16.400000000,-705771356
